_id,codice_cis,denominazione,ragione_sociale,comparto,tipologia,sottotipologia,classicazione,cod_istat_provincia_sede_operativa,sigla_provincia_sede_operativa,provincia_sede_operativa,codice_nuts_1_sede_operativa,codice_nuts_2_sede_operativa,codice_nuts_3_sede_operativa,codice_istat_comune_sede_operativa,comune_sede_operativa,via_sede_operativa,civico_sede_operativa,mail_sede_operativa,telefono_sede_operativa,localita_sede_operativa,pec_sede_operativa,sito_web,lingue_parlate,brand_comunicazione,breve_descrizione,foto,foto1,foto2,foto3,foto4,foto5,latitudine,longitudine,data_ultima_modifica,tel_fisso,logo,codice_ateco,modalita_prenotazione,cancellazione_pagamento,carte_credito_accreditate,accessibilita_spazi_interni,accessibilita_spazi_esterni,servizi_animali,servizi_generali,tipo_cucina,fascia_prezzo_pasto_medio,riconoscimenti,ricetta_tipica,descrizione_servizi,territorio,prodotto_specializzazione,tema_specializzazione,tipo_rappresentazione,produzione_tipica_zona,prodotti_tipici,tipo_attrezzatura_ricreativa,periodi,id_sede,provincia,comune,localita,servizi_camera,parcheggio,internet,check_in,check_out,prima_colazione,tipo_colazione,resort,centro_congressi,numero_sale,accessibilita_sale_disabili,capienza_sala_principale,lunghezza_sala_principale,superficie_sala_principale,potenza_elettrica_max_sala_principale,caratteristiche_sala_principale,capienza_sala_piccola,superficie_totale_sale,area_foyer,numero_zone_foyer,zone_banchetti,totale_superificie_area_congressi,area_espositiva_interna,area_espositiva_esterna,superficie_area_esposativa_interna,superficie_area_espositiva_esterna,servizi_per_eventi,country_house,masseria_didattica,certificazione_qualita_ambientale,scelta_parcotema_percorso_cammino,scelta_cantina_frantoio_forno_pastificio_caseificio,scelta_maneggio_campogolf_stadio_diving,servizio_biglietteria,scelta_teatri_saleconcerto,scelta_infopoint_proloco,scelta_cinema_studicinema_mediatiche,scelta_biblio_archivi_musei_galleriearte,scelta_parcodivertimento_parcotematico,numero_zone_banchetti,servizi_specifici_persone_disabili,scelta_porto_approdo_puntoormeggio
1784,,NOLEGGIO NATANTI A MOTORE,ENJOYGARGANO  BOAT CHARTER,"Servizi utili di fruizione | Sport, natura e benessere",Natura | Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Servizi a fini ricreativi legati ad avventura e natura | Taxi e noleggio di autovetture con conducente,n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071060,Vieste,Lungomare Europa,,enjoygargano@gmail.com,3461470791,,,,,,,,,,,,,,,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,,Nolè Valle d'Itria,Perrini Pietro,Servizi utili di fruizione,Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Taxi e noleggio di autovetture con conducente,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072025,Locorotondo,Via Domenico Scodalupi,19,info@nolevalleditria.it,3388946246,,,,,Nolè Valle d'itria,,,,,,,,40.7541,17.324831,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,,Nolè Valle d'Itria srls,Nolè Valle d'Itria srls,Servizi utili di fruizione,Guide e accompagnatori turistici | Noleggio di attrezzature sportive e ricreative | Servizi di prenotazione e altre attività di assistenza turistica | Trasporto e noleggio mezzi,Guide turistiche | Noleggio di biciclette | Prenotazione e altre attività di assistenza turistica | Taxi e noleggio di autovetture con conducente,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072025,Locorotondo,Via Scodalupi,19,info@nolevalleditria.it,3388517766,,nole@pec.buffetti.it,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,,NOMOS Servizi per la Cultura del Patrimonio di Strafella Silvia,Ditta individuale,"Arte, cultura e creatività | Sport, natura e benessere",Gestione e servizi di valorizzazione culturale e creativa | Natura,"Attività ricreative, di intrattenimento e di divertimento | Servizi a fini ricreativi legati ad avventura e natura | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075052,Nardò,Piazza Sant'Antonio,snc,silvia.strafy@libero.it,3496799790,,nomos_servizi@pec.it,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,,NONNA IA SRLS,NONNA IA SRLS,Servizi utili di fruizione,Servizi di prenotazione e altre attività di assistenza turistica,Prenotazione e altre attività di assistenza turistica | Servizi di e-commerce legati alla promozione turistica e culturale della Puglia,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075042,Matino,VIA GIOLITTI,4,ROSFRANC.FR@LIBERO.IT,3386033123,,NONNAIA@PEC.IT,,italiano|inglese,NONNA IA SRLS,AFFITTACAMERE,,,,,,,,,2023-05-10 16:44:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,,NORDIC WALKING SUD,NORDIC WALKING SUD ASD,"Sport, natura e benessere",Natura,Servizi a fini ricreativi legati ad avventura e natura,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072016,Cassano delle Murge,SANNICANDRO,,alessandro@sudnordicwalking.it,3477345073,,,,,,,,,,,,,40.894836,16.772587,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,,Nord Salento Tour,Nord Salento Tour,"Sport, natura e benessere",Natura,Servizi a fini ricreativi legati ad avventura e natura,n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074012,Ostuni,via Carlo Alberto,,info@nordsalentotour.com,33998686335,,,,,Nord Salento Tour,,,,,,,,40.727726,17.57378,2019-07-01 11:46:47+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,,Nova Apulia,Nova Apulia  societa' consortile a responsabilita' limitata,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Via Cesare Abba,34,marketing@novaapulia.it,,,,,,,,,,,,,,40.353764,18.194204,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,,Nova LiberArs,Associazione di promozione sociale,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075055,Novoli,Via San Paolo,snc,novaliberars@gmail.com,3343477830,,novaliberars@pec.it,,,,,,,,,,,,,2023-05-10 16:44:05+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,,Nova Yardinia Resort,Green Blu Srl,"Enogastronomia | Mice e Wedding | Sport, natura e benessere",Mice | Ristorazione | Terme,"Organizzatori professionali di congressi, eventi e fiere | Servizi di ristorazione (ristoranti, catering, ...) | Servizi termali",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073003,Castellaneta,"S.S. 106 KM 466,60",snc,stefania.panetta@novayardinia.it,0998204040,,,,"italiano, francese, inglese, tedesco",Nova Yardinia Resort,,,,,,,,40.498417,16.965145,2023-01-24 18:07:04+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,,Novelune Scarl,"NOVELUNE - RICERCA, DOCUMENTAZIONE, DIDATTICA E VALORIZZAZIONE DE I BENI CULTURALI E DEL PAESAGGIO - SOCIETA' COOPERATIVA","Arte, cultura e creatività | Servizi utili di fruizione","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici","Accompagnatori turistici | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Guide turistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073027,Taranto,via Principe Amedeo,8,info@novelune.eu,3386815176,,novelune@pec.mailexpress.it,,inglese|italiano,Novelune scarl,"La Soc. Coop. NOVELUNE, fondata nel 2007 da un gruppo di archeologi e tecnici dei BB.CC. e del paesaggio, si occupa con continuità di ricerca archeologica, valutazione di impatto archeologico e archeologia preventiva, didattica dell'ambiente e del territorio, formazione nel settore dei beni culturali e ambientali.
E' impegnata nella ricerca sugli habitat rupestri delle gravine del territorio tarantino, per le quali ha organizzato e realizzato campagne di studio e ricerca sul campo.
Per quanto riguarda la ricerca archeologica, svolge attività di assistenza e consulenza archeologica, scavo e documentazione, sotto la Direzione scientifica delle Soprintendenze Archeologiche.
Con diversi Istituti scolastici ha realizzato attività di alternanza scuola-lavoro, programmi di didattica attiva dei BB. CC., progetti sul turismo eco-sostenibile, cicli di escursioni e visite guidate nel territorio provinciale e regionale.
In particolare, negli ultimi anni, la società Novelune ha sviluppato e promosso progetti di archeologia sperimentale ed esperienziale rivolte ad alunni delle classi elementari e medie. I piccoli utenti, attraverso un percorso formativo, creativo e ludico, scoprono le tematiche archeologiche principali e imparano come approcciarsi allo studio del scienze storiche.",,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,,nozomi travel sas,nozomi travel sas di rita natale & co,Intermediazione e organizzazione | Servizi utili di fruizione,Agenzie di viaggi on line e tradizionali | Guide e accompagnatori turistici | Servizi di prenotazione e altre attività di assistenza turistica,Accompagnatori turistici | Prenotazione e altre attività di assistenza turistica | Servizi Agenzie di viaggi on line e tradizionali,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,via giuseppe pavoncelli,156,info@nozomitravel.com,0809262052,,nozomitravel@arubapec.it,,,,,,,,,,,,,2023-05-10 16:44:07+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,,"Nuova Associazione Musicale ""S. Gira""",Associazione di Promozione Sociale,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di registrazione sonora e di editoria musicale | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Gestione di strutture artistiche | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075030,Galatone,Viale XXIV Maggio,83,info@centrostudimusicaligalatone.it,3382276489,,associazionemusicalegira@pec.it,,italiano,"Nuova Associazione Musicale ""Salvatore Gira""","La Nuova Associazione Musicale ¿Salvatore Gira¿, nasce con l¿idea di contribuire alla diffusione, alla promozione e all¿organizzazione di manifestazioni per la promozione dell¿attività e della cultura musicale.
Ben consolidata nel tessuto territoriale, frutto di una fattiva e intensa collaborazione con l¿amministrazione comunale, si prodiga quotidianamente alla diffusione della pratica musicale, proponendo corsi di avviamento alla formazione strumentale e attività per la diffusione della cultura musicale in genere. 
Dal 2011, ha stipulato un protocollo d¿intesa con l¿Istituto Comprensivo I Polo di Galatone (scuola ad indirizzo musicale), attivando una serrata collaborazione in termini artistico-organizzativi per quel che riguarda concerti, organizzazione di lezioni concerto nella scuola primaria per attivare quella rete di collaborazione indispensabile per il bene di una comunità, tra Istituzioni Scolastiche e Associazionismo. 
Dal 2019 è convenzionata con il Conservatorio di Musica ""T.Schipa"" di Lecce",,https://www.dms.puglia.it/digitalmanagementsystem/image/33127/foto1-33127.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33127/foto2-33127.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33127/foto3-33127.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33127/foto4-33127.jpg,https://www.dms.puglia.it/digitalmanagementsystem/image/33127/foto5-33127.jpg,,,2023-05-10 16:44:04+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,,Nuova Hellas,SOC.COOPERATIVA NUOVA HELLAS S.r.l,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,073,TA,Taranto,ITF,ITF4,ITF43,073015,Massafra,Piazza Garibaldi,,info@massafraturismo.it,0998804695                       3385659601,,,,,Massafra Turismo,,,,,,,,40.58838,17.11221,2019-07-01 11:46:46+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,,NUOVATIEMME VIAGGI,NUOVATIEMME VIAGGI DI NITTI MARIA,Intermediazione e organizzazione,Tour operator,Servizi di Tour Operator,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072017,Castellana Grotte,PIAZZA LEONARDO DA VINCI,,NUOVATIEMME@LIBERO.IT,0804967762,,,,,,,,,,,,,40.88224,17.166315,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,,Nuovo Mezzogiorno,Nuovo Mezzogiorno Aps,"Arte, cultura e creatività | Enogastronomia | Servizi utili di fruizione | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici | Natura | Valorizzazione e promozione dell'enogastronomia pugliese","Accompagnatori turistici | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Servizi a fini ricreativi legati ad avventura e natura | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,071,FG,Foggia,ITF,ITF4,ITF46,071024,Foggia,Via Petrucci,5,nuovomezzogiornoaps@virgilio.it,3933950147,,nuovomezzogiornoaps@pec.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,,OASIMED,SOC. COOP.,Servizi utili di fruizione,Guide e accompagnatori turistici,Accompagnatori turistici | Guide turistiche,n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Piazza Duomo,2,stefanoramires@gmail.com,3926906999,,,,,,,,,,,,,40.35286,18.174015,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,,OBIETTIVOTROPICI.COM,Alta Quota srl,Intermediazione e organizzazione | Mice e Wedding,Agenzie di viaggi on line e tradizionali | Tour operator | Wedding,Servizi Agenzie di viaggi on line e tradizionali | Servizi di Tour Operator | Wedding e event planner,n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,via manzoni,58 60,info@obiettivotropici.it,0805233374,,,https://www.incomingpuglia.net/,inglese|italiano|tedesco|francese,IncomingPuglia,"Incomingpuglia è il Tour Operator che si posiziona sul mercato turistico nazionale ed internazionale come specialista nell'organizzazione di tutti i servizi di Incoming sul territorio della regione Puglia grazie alla professionalità e alla ventennale esperienza, maturata in campo turistico, dei soci fondatori e di tutti i collaboratori.
La conoscenza approfondita del nostro territorio ci permette di sfruttare al meglio le risorse del luogo, sviluppando le attività di marketing integrato necessarie e garantendo un prodotto turistico d'avanguardia in grado di soddisfare le esigenze di un mercato in continua evoluzione grazie allo studio specifico delle diverse domande e alle sempre nuove tipologie di viaggio Punto di forza il un rapporto qualità - prezzo e la competitività sul mercato che ci permettono di sviluppare offerte sempre nuove in relazione alle varie e sempre più complesse figure di viaggiatori e turisti individuali e di gruppo presenti sul mercato.",,https://dms.ect.regione.puglia.it/image/31596/foto1-31596.png,https://dms.ect.regione.puglia.it/image/31596/foto2-31596.jpg,,,,41.12368,16.861067,2023-08-24 16:21:53+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,,Obiettivo Turismo di Sasso Marcella,Obiettivo Turismo di Sasso Marcella,"Arte, cultura e creatività | Servizi utili di fruizione","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Guide e accompagnatori turistici | Servizi di prenotazione e altre attività di assistenza turistica","Accompagnatori turistici | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Guide turistiche | Prenotazione e altre attività di assistenza turistica | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110003,Bisceglie,Via O. Tupputi,1,info@iatbisceglie.it,0803968554,,marcellasasso77@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,,OBIETTIVO TURISMO SAS,OBIETTIVO TURISMO SAS,"Servizi utili di fruizione | Sport, natura e benessere",Guide e accompagnatori turistici | Natura | Noleggio di attrezzature sportive e ricreative | Trasporto e noleggio mezzi,Accompagnatori turistici | Guide turistiche | Noleggio di altre attrezzature sportive e ricreative | Noleggio di autovetture ed autoveicoli leggeri | Noleggio di biciclette | Noleggio di imbarcazioni da diporto | Servizi a fini ricreativi legati ad avventura e natura | Taxi e noleggio di autovetture con conducente,n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110003,Bisceglie,Via Ottavio Tupputi,1,info@iatbisceglie.it,0803968554,,,,,IAT Punto Turismo Bisceglie,,,,,,,,41.24092,16.503448,2023-01-24 18:07:04+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,,Odissea,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,074,BR,Brindisi,ITF,ITF4,ITF44,074012,Ostuni,Via Francesco Vitale,,info@ristoranteodissea.it,0831334750,,,,,Odissea,,,,,,,,40.729523,17.577997,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,,ODV I-TRAIN ETS,ASSOCIAZIONE,"Arte, cultura e creatività | Enogastronomia","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075037,Leverano,VIA ROSSELLI,37,ITRAIN@LIBERO.IT,3384667031,,ITRAIN@PEC.IT,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,,ODV I-TRAIN ETS,ASSOCIAZIONE,Mice e Wedding,Mice,"Organizzatori professionali di congressi, eventi e fiere",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075037,Leverano,VIA ROSSELLI,37,ITRAIN@LIBERO.IT,3384667031,,ITRAIN@PEC.IT,,,,,,,,,,,,,2023-05-10 16:44:00+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,,O.d.V. Kairòs,O.d.V. Kairòs,"Arte, cultura e creatività | Enogastronomia","Attività creative, artistiche e di intrattenimento | Gestione e servizi di valorizzazione culturale e creativa | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Rappresentazioni artistiche | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075064,Ruffano,Via Mantova,39,luigicossa@libero.it,3282233833,,kairos.odv@pec.it,,,,,,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,,Officina dell' Arte,ASSOCIAZIONE DI PROMOZIONE SOCIALE 'OFFICINA DELL'ARTE',"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Attività ricreative, di intrattenimento e di divertimento | Creazioni artistiche e letterarie | Gestione di strutture artistiche | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072028,Mola di Bari,Via Piero Delfino Pesce,192 / 194,officinadellarte.mola@gmail.com,3299843748,,fabiocaccuri@pec.it,,,,,,,,,,,,,2023-05-10 16:43:56+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,,Officina del Vino,,Enogastronomia,Ristorazione,"Servizi di ristorazione (ristoranti, catering, ...)",n.d.,110,BT,Barletta-Andria-Trani,ITF,ITF4,ITF48,110009,Trani,Via G. Bovio,161,sagi.mastro@libero.it,0883481462,,,,,Officina del Vino,,,,,,,,41.27593,16.419008,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,,Officina di strada,Associazione culturale Officina di Strada,"Arte, cultura e creatività | Enogastronomia | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Cinema e musica | Natura | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Servizi a fini ricreativi legati ad avventura e natura | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072043,Terlizzi,via de nicola,22,fabiogesmundo.fg@gmail.com,3479651622,,officinadistrada@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,,Officina di Strada,Associazione culturale Officina di Strada,"Arte, cultura e creatività | Enogastronomia | Sport, natura e benessere","Attività creative, artistiche e di intrattenimento | Cinema e musica | Natura | Valorizzazione e promozione dell'enogastronomia pugliese","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Servizi a fini ricreativi legati ad avventura e natura | Servizi per la valorizzazione delle eccellenze enogastronomiche della Puglia",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072043,Terlizzi,via de Nicola,22,officinadistrada@gmail.com,3479651622,,officinadistrada@pec.it,,,,,,,,,,,,,2023-05-10 16:44:03+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,,OfficinaVisioni,associazione culturale,"Arte, cultura e creatività","Attività creative, artistiche e di intrattenimento | Cinema e musica | Gestione e servizi di valorizzazione culturale e creativa","Attività di produzione, post-produzione e distribuzione cinematografica, di video e di programmi televisivi, registrazioni musicali e sonore | Attività di supporto alle rappresentazioni artistiche | Creazioni artistiche e letterarie | Gestione di strutture artistiche | Rappresentazioni artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,piazza Giuseppe Mazzini,50,info@officnavisioni.it,08321797336,,officinavisioni@pec.it,,,,,,,,,,,,,2023-05-10 16:43:57+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,officine cantelmo,società coop per azioni,Mice e Wedding,Mice,"Organizzatori professionali di congressi, eventi e fiere",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,viale de pietro,snc,amministrazione@officinecantelmo.it,0832304896,,,,,,,,,,,,,40.360336,18.171352,2019-07-01 11:48:06+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,,Officine Culturali Ergot,Officine Culturali Ergot A.p.s.,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Attività ricreative, di intrattenimento e di divertimento | Gestione di strutture artistiche | Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,075,LE,Lecce,ITF,ITF4,ITF45,075035,Lecce,Piazzetta Falconieri,1b,info@ergot.it,0832246074,,ergot@pec.ergot.it,http://www.ergot.it,inglese|italiano,Officine Ergot,"Le Officine Culturali Ergot sono un centro culturale attivo a Lecce dal giugno 2004. Un luogo di socialità e cultura da vivere e frequentare nelle sue numerose iniziative. Centro culturale legato al mondo del libro seleziona e propone percorsi di lettura sempre aggiornati e attuali, dal 2015 è anche casa editrice con il nome di Edizioni Ergo lavora sull'illustrazione, la narrativa e la saggistica.",,,,,,,,,2023-05-10 16:43:59+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,,Of(f) the archive_fotografia e beni culturali,Associazione,"Arte, cultura e creatività",Gestione e servizi di valorizzazione culturale e creativa,"Servizi di gestione, valorizzazione e innovazione dei beni culturali materiali e immateriali",n.d.,072,BA,Bari,ITF,ITF4,ITF47,072006,Bari,Via G. Postiglione,10,offthearchive@gmail.com,3809092121,,michela.frontino@pec.it,,,,,,,,,,,,,2023-05-10 16:44:02+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
